,Cidade,Estado,Forma,Data,Hora,Dias_da_Semana,Dia,Mês
3086,Phoenix,AZ,Triangle,3/20/09,21:30,Sexta-feira,20,3
3087,Yuma,AZ,Triangle,3/16/09,21:07,Segunda-feira,16,3
3088,Phoenix,AZ,Triangle,3/15/09,22:00,Domingo,15,3
3089,Sedona,AZ,Light,3/15/09,05:45,Domingo,15,3
3090,Apache Junction,AZ,Light,3/14/09,19:30,Sábado,14,3
3091,Tucson,AZ,Cylinder,3/10/09,11:10,Terça-feira,10,3
3092,Golden Valley,AZ,Light,3/6/09,20:00,Sexta-feira,6,3
3093,Tucson,AZ,Fireball,4/29/09,19:20,Quarta-feira,29,4
3094,Phoenix,AZ,Light,4/28/09,21:50,Terça-feira,28,4
3095,Phoenix,AZ,Fireball,4/25/09,23:00,Sábado,25,4
3096,Glendale,AZ,Triangle,4/24/09,18:00,Sexta-feira,24,4
3097,Tucson,AZ,Flash,4/20/09,19:38,Segunda-feira,20,4
3098,Tucson,AZ,Flash,4/19/09,19:45,Domingo,19,4
3099,Tucson,AZ,Flash,4/18/09,20:00,Sábado,18,4
3100,Wilhoit,AZ,Light,4/17/09,11:00,Sexta-feira,17,4
3101,Flagstaff,AZ,Light,4/4/09,21:00,Sábado,4,4
3102,Gilbert/Chandler,AZ,Circle,5/28/09,07:10,Quinta-feira,28,5
3103,Gilbert,AZ,Oval,5/28/09,05:45,Quinta-feira,28,5
3104,Phoenix,AZ,Light,5/27/09,21:40,Quarta-feira,27,5
3105,Wikieup/Kingman,AZ,Flash,5/25/09,03:30,Segunda-feira,25,5
3106,Mesa,AZ,Sphere,5/25/09,02:00,Segunda-feira,25,5
3107,Glendale,AZ,Fireball,5/24/09,23:35,Domingo,24,5
3108,Phoenix,AZ,Circle,5/24/09,17:00,Domingo,24,5
3109,Bullhead City,AZ,Rectangle,5/19/09,20:00,Terça-feira,19,5
3110,Lake Havasu City,AZ,Circle,5/18/09,19:32,Segunda-feira,18,5
3111,Surprise,AZ,Circle,5/18/09,19:30,Segunda-feira,18,5
3112,Phoenix,AZ,Sphere,5/18/09,19:00,Segunda-feira,18,5
3113,Avondale,AZ,Light,5/18/09,18:30,Segunda-feira,18,5
3114,Phoenix,AZ,Light,5/18/09,18:00,Segunda-feira,18,5
3115,Wickenburg,AZ,Sphere,5/18/09,16:30,Segunda-feira,18,5
3116,Mesa,AZ,Diamond,5/18/09,11:45,Segunda-feira,18,5
3117,Gilbert,AZ,Light,5/15/09,21:50,Sexta-feira,15,5
3118,Red Rock,AZ,Triangle,5/15/09,05:00,Sexta-feira,15,5
3119,Tucson,AZ,Circle,5/9/09,16:30,Sábado,9,5
3120,Mohawk Valley Mtns.,AZ,Light,5/6/09,22:00,Quarta-feira,6,5
3121,Lake Havasu City,AZ,Light,5/6/09,21:30,Quarta-feira,6,5
3122,Surprise,AZ,Light,6/29/09,12:00,Segunda-feira,29,6
3123,Phoenix,AZ,Diamond,6/28/09,07:30,Domingo,28,6
3124,Mesa,AZ,Light,6/27/09,21:15,Sábado,27,6
3125,Gilbert,AZ,Light,6/23/09,21:30,Terça-feira,23,6
3126,Tempe,AZ,Fireball,6/23/09,20:00,Terça-feira,23,6
3127,Show Low,AZ,Disk,6/22/09,20:40,Segunda-feira,22,6
3128,Tucson,AZ,Chevron,6/22/09,00:45,Segunda-feira,22,6
3129,Surprise,AZ,Circle,6/14/09,02:00,Domingo,14,6
3130,Tempe,AZ,Sphere,6/11/09,20:00,Quinta-feira,11,6
3131,Phoenix,AZ,Sphere,6/11/09,19:30,Quinta-feira,11,6
3132,Flagstaff (near),AZ,Triangle,6/10/09,19:05,Quarta-feira,10,6
3133,Paradise Valley,AZ,Circle,6/10/09,01:10,Quarta-feira,10,6
3134,Bagdad,AZ,Light,6/3/09,11:00,Quarta-feira,3,6
3135,Tempe,AZ,Light,6/2/09,13:00,Terça-feira,2,6
3136,Chandler,AZ,Oval,7/29/09,02:00,Quarta-feira,29,7
3137,Sedona,AZ,Sphere,7/19/09,00:00,Domingo,19,7
3138,Phoenix,AZ,Cigar,7/13/09,13:00,Segunda-feira,13,7
3139,Tonopah,AZ,Triangle,7/10/09,10:30,Sexta-feira,10,7
3140,Phoenix,AZ,Flash,7/8/09,21:30,Quarta-feira,8,7
3141,Strawberry,AZ,Light,7/8/09,20:30,Quarta-feira,8,7
3142,Tucson,AZ,Rectangle,7/8/09,11:12,Quarta-feira,8,7
3143,Surprise,AZ,Flash,7/4/09,21:36,Sábado,4,7
3144,Lake Havasu City,AZ,Disk,7/4/09,17:00,Sábado,4,7
3145,Tucson,AZ,Circle,7/3/09,03:30,Sexta-feira,3,7
3146,Mesa,AZ,Light,7/1/09,18:00,Quarta-feira,1,7
3147,Globe,AZ,Changing,8/19/09,01:00,Quarta-feira,19,8
3148,Yuma,AZ,Light,8/18/09,21:14,Terça-feira,18,8
3149,Goodyear,AZ,Light,8/17/09,19:00,Segunda-feira,17,8
3150,Mesa,AZ,Sphere,8/17/09,02:30,Segunda-feira,17,8
3151,Phoenix,AZ,Sphere,8/16/09,21:00,Domingo,16,8
3152,Queen Creek,AZ,Sphere,8/8/09,22:30,Sábado,8,8
3153,Clay Springs,AZ,Disk,9/30/09,07:36,Quarta-feira,30,9
3154,Glendale,AZ,Light,9/26/09,20:00,Sábado,26,9
3155,Phoenix,AZ,Light,9/26/09,19:20,Sábado,26,9
3156,Tempe,AZ,Circle,9/26/09,19:18,Sábado,26,9
3157,Prescott,AZ,Light,9/26/09,05:00,Sábado,26,9
3158,Phoenix,AZ,Disk,9/24/09,00:25,Quinta-feira,24,9
3159,Prescott,AZ,Flash,9/23/09,02:00,Quarta-feira,23,9
3160,Ajo,AZ,Light,9/16/09,17:00,Quarta-feira,16,9
3161,Lake Havasu City,AZ,Light,9/15/09,07:12,Terça-feira,15,9
3162,Phoenix,AZ,Formation,9/14/09,13:10,Segunda-feira,14,9
3163,Gilbert,AZ,Disk,9/13/09,23:05,Domingo,13,9
3164,Chandler,AZ,Light,9/11/09,18:45,Sexta-feira,11,9
3165,Mesa,AZ,Light,9/11/09,16:45,Sexta-feira,11,9
3166,Mesa (NNE of),AZ,Disk,9/10/09,18:00,Quinta-feira,10,9
3167,Tuba City,AZ,Light,9/8/09,20:00,Terça-feira,8,9
3168,Glendale,AZ,Formation,10/29/09,20:00,Quinta-feira,29,10
3169,Phoenix,AZ,Light,10/27/09,18:25,Terça-feira,27,10
3170,Tucson,AZ,Light,10/21/09,00:00,Quarta-feira,21,10
3171,Tucson,AZ,Light,10/21/09,00:00,Quarta-feira,21,10
3172,Casa Grande (near),AZ,Triangle,10/16/09,21:00,Sexta-feira,16,10
3173,Gila Bend,AZ,Formation,10/8/09,21:30,Quinta-feira,8,10
3174,Gila Bend (near),AZ,Light,10/6/09,20:00,Terça-feira,6,10
3175,Tucson,AZ,Triangle,11/30/09,21:00,Segunda-feira,30,11
3176,Mesa,AZ,Fireball,11/26/09,19:40,Quinta-feira,26,11
3177,Circle City,AZ,Triangle,11/19/09,18:45,Quinta-feira,19,11
3178,Mesa,AZ,Light,11/19/09,05:59,Quinta-feira,19,11
3179,Green Valley,AZ,Light,11/16/09,20:00,Segunda-feira,16,11
3180,Queen Creek,AZ,Changing,11/16/09,19:00,Segunda-feira,16,11
3181,Marana/Tucson (north of),AZ,Triangle,11/16/09,19:00,Segunda-feira,16,11
3182,Eloy,AZ,Disk,11/9/09,18:10,Segunda-feira,9,11
3183,Wellton,AZ,Light,11/4/09,20:15,Quarta-feira,4,11
3184,Phoenix,AZ,Light,12/19/09,19:15,Sábado,19,12
3185,Springerville,AZ,Flash,12/17/09,05:00,Quinta-feira,17,12
3186,Buckeye,AZ,Light,12/9/09,21:00,Quarta-feira,9,12
3187,Arizona or Colorano (inflight sighting),AZ,Circle,12/7/09,18:00,Segunda-feira,7,12
3188,Phoenix,AZ,Light,12/5/09,20:00,Sábado,5,12
3189,Tucson,AZ,Circle,12/2/09,23:00,Quarta-feira,2,12
3190,Wickenburg,AZ,Cigar,12/2/09,20:45,Quarta-feira,2,12
3191,Mesa,AZ,Disk,12/1/09,00:23,Terça-feira,1,12
3192,Yuma,AZ,Light,1/15/10,23:35,Sexta-feira,15,1
3193,Tempe,AZ,Circle,1/15/10,19:30,Sexta-feira,15,1
3194,Phoenix,AZ,Rectangle,1/2/10,13:00,Sábado,2,1
3195,Interstate 8,AZ,Light,2/24/10,13:30,Quarta-feira,24,2
3196,Winslow (outside of),AZ,Sphere,2/15/10,13:30,Segunda-feira,15,2
3197,Marana,AZ,Light,2/1/10,08:30,Segunda-feira,1,2
3198,Oro Valley,AZ,Formation,3/29/10,20:21,Segunda-feira,29,3
3199,Mesa,AZ,Sphere,3/24/10,19:40,Quarta-feira,24,3
3200,Phoenix,AZ,Cigar,4/28/10,17:00,Quarta-feira,28,4
3201,Sedona,AZ,Disk,4/25/10,,Domingo,25,4
3202,Tempe,AZ,Changing,4/19/10,00:30,Segunda-feira,19,4
3203,Kingman,AZ,Circle,4/15/10,11:00,Quinta-feira,15,4
3204,Yuma,AZ,Circle,4/9/10,21:00,Sexta-feira,9,4
3205,Wenden,AZ,Disk,4/9/10,20:35,Sexta-feira,9,4
3206,Highway 85 (southbound),AZ,Diamond,4/5/10,20:20,Segunda-feira,5,4
3207,Tucson,AZ,Disk,5/27/10,01:00,Quinta-feira,27,5
3208,Phoenix,AZ,Light,5/27/10,,Quinta-feira,27,5
3209,Mesa,AZ,Light,5/20/10,01:40,Quinta-feira,20,5
3210,Congress (near),AZ,Sphere,5/19/10,01:00,Quarta-feira,19,5
3211,Gila Bend,AZ,Fireball,5/15/10,20:45,Sábado,15,5
3212,Chandler,AZ,Light,5/15/10,16:00,Sábado,15,5
3213,Chandler,AZ,Formation,5/11/10,22:00,Terça-feira,11,5
3214,Fountain Hills,AZ,Triangle,5/11/10,04:00,Terça-feira,11,5
3215,Wittmann,AZ,Formation,5/10/10,05:30,Segunda-feira,10,5
3216,Casa Grande,AZ,Circle,5/8/10,17:30,Sábado,8,5
3217,Phoenix,AZ,Changing,5/7/10,12:00,Sexta-feira,7,5
3218,Goodyear,AZ,Oval,6/30/10,13:00,Quarta-feira,30,6
3219,Lake Havasu City,AZ,Light,6/28/10,22:30,Segunda-feira,28,6
3220,Cashion,AZ,Oval,6/23/10,05:20,Quarta-feira,23,6
3221,Prescott,AZ,Light,6/22/10,22:00,Terça-feira,22,6
3222,Wikieup/Nothing (between),AZ,Diamond,6/17/10,00:30,Quinta-feira,17,6
3223,Yuma,AZ,Triangle,6/13/10,23:00,Domingo,13,6
3224,Phoenix,AZ,Oval,6/13/10,13:47,Domingo,13,6
3225,Tucson,AZ,Formation,6/8/10,21:00,Terça-feira,8,6
3226,Wikieup/Wickenburg,AZ,Oval,6/8/10,20:30,Terça-feira,8,6
3227,Scottsdale,AZ,Circle,6/5/10,22:00,Sábado,5,6
3228,Tempe,AZ,Disk,6/2/10,21:10,Quarta-feira,2,6
3229,Camp Verde,AZ,Circle,7/22/10,00:00,Quinta-feira,22,7
3230,Mesa,AZ,Oval,7/3/10,20:50,Sábado,3,7
3231,Yuma,AZ,Fireball,8/24/10,19:40,Terça-feira,24,8
3232,Phoenix,AZ,Changing,8/24/10,18:12,Terça-feira,24,8
3233,N. Phoenix,AZ,Triangle,8/13/10,21:00,Sexta-feira,13,8
3234,Glendale,AZ,Flash,8/10/10,20:20,Terça-feira,10,8
3235,Yuma,AZ,Light,8/7/10,20:10,Sábado,7,8
3236,Surprise,AZ,Light,8/7/10,19:15,Sábado,7,8
3237,Phoenix,AZ,Fireball,8/3/10,01:00,Terça-feira,3,8
3238,Tumacacori,AZ,Chevron,9/23/10,19:30,Quinta-feira,23,9
3239,Fort Mohave,AZ,Changing,9/19/10,10:02,Domingo,19,9
3240,Bouse,AZ,Disk,9/16/10,20:00,Quinta-feira,16,9
3241,Tucson,AZ,Circle,9/9/10,10:40,Quinta-feira,9,9
3242,Maricopa,AZ,Oval,9/8/10,23:00,Quarta-feira,8,9
3243,Maricopa,AZ,Light,9/1/10,21:45,Quarta-feira,1,9
3244,Tucson,AZ,Circle,10/26/10,06:30,Terça-feira,26,10
3245,Phoenix,AZ,Light,10/23/10,21:00,Sábado,23,10
3246,Phoenix,AZ,Fireball,10/23/10,19:40,Sábado,23,10
3247,Glendale,AZ,Light,10/23/10,19:25,Sábado,23,10
3248,Phoenix,AZ,Circle,10/22/10,21:30,Sexta-feira,22,10
3249,Tucson,AZ,Fireball,10/22/10,05:45,Sexta-feira,22,10
3250,Phoenix,AZ,Light,10/17/10,04:53,Domingo,17,10
3251,Gilbert,AZ,Circle,10/13/10,20:30,Quarta-feira,13,10
3252,Fort Mohave,AZ,Changing,10/12/10,22:30,Terça-feira,12,10
3253,Kykotsmovi,AZ,Disk,10/10/10,21:00,Domingo,10,10
3254,Gilbert,AZ,Disk,10/9/10,17:38,Sábado,9,10
3255,Peoria,AZ,Oval,10/8/10,20:05,Sexta-feira,8,10
3256,Chinle,AZ,Circle,10/6/10,02:00,Quarta-feira,6,10
3257,Chandler,AZ,Rectangle,11/30/10,18:09,Terça-feira,30,11
3258,Tumacacori,AZ,Formation,11/26/10,21:30,Sexta-feira,26,11
3259,Tucson,AZ,Triangle,11/26/10,02:00,Sexta-feira,26,11
3260,Bullhead City,AZ,Triangle,11/22/10,05:00,Segunda-feira,22,11
3261,Scottsdale,AZ,Disk,11/21/10,11:00,Domingo,21,11
3262,Chandler,AZ,Light,11/20/10,02:00,Sábado,20,11
3263,Chandler/Casa Grande,AZ,Light,11/11/10,21:30,Quinta-feira,11,11
3264,Lake Havasu City,AZ,Light,11/3/10,20:35,Quarta-feira,3,11
3265,Surprise,AZ,Light,11/3/10,20:00,Quarta-feira,3,11
3266,Casa Grande,AZ,Circle,11/1/10,21:18,Segunda-feira,1,11
3267,Tempe,AZ,Rectangle,11/1/10,20:00,Segunda-feira,1,11
3268,Yuma,AZ,Diamond,11/1/10,03:00,Segunda-feira,1,11
3269,Tucson,AZ,Light,12/29/10,22:30,Quarta-feira,29,12
3270,Mohawk,AZ,Cylinder,12/26/10,16:45,Domingo,26,12
3271,Mesa,AZ,Changing,12/24/10,00:00,Sexta-feira,24,12
3272,Rio Rico,AZ,Circle,12/17/10,13:00,Sexta-feira,17,12
3273,Peoria/Phoenix/Tempe/Chandler,AZ,Light,12/14/10,05:00,Terça-feira,14,12
3274,San Tan Valley,AZ,Sphere,12/13/10,19:15,Segunda-feira,13,12
3275,Tucson,AZ,Light,12/13/10,19:05,Segunda-feira,13,12
3276,Wellton,AZ,Sphere,12/3/10,07:00,Sexta-feira,3,12
3277,Gila Bend,AZ,Formation,1/26/11,00:30,Quarta-feira,26,1
3278,Prescott Valley,AZ,Formation,1/25/11,21:00,Terça-feira,25,1
3279,Peoria,AZ,Formation,1/24/11,00:00,Segunda-feira,24,1
3280,Scottsdale,AZ,Light,1/20/11,07:00,Quinta-feira,20,1
3281,Queen Creek,AZ,Sphere,1/19/11,20:15,Quarta-feira,19,1
3282,Glendale,AZ,Light,1/18/11,19:30,Terça-feira,18,1
3283,Gilbert,AZ,Circle,1/15/11,20:49,Sábado,15,1
3284,Scottsdale,AZ,Circle,1/15/11,00:00,Sábado,15,1
3285,Peoria,AZ,Flash,1/14/11,22:05,Sexta-feira,14,1
3286,Phoenix,AZ,Diamond,1/2/11,19:12,Domingo,2,1
3287,Yuma,AZ,Oval,1/1/11,14:00,Sábado,1,1
3288,Sierra Vita,AZ,Circle,1/1/11,00:02,Sábado,1,1
3289,Ahwatukee/Phoenix/Gilbert/Chandler,AZ,Light,2/24/11,20:11,Quinta-feira,24,2
3290,Quartzsite,AZ,Formation,2/18/11,,Sexta-feira,18,2
3291,Franconia,AZ,Formation,2/17/11,17:20,Quinta-feira,17,2
3292,Safford,AZ,Flash,2/15/11,20:00,Terça-feira,15,2
3293,Vicksburg,AZ,Formation,2/15/11,17:00,Terça-feira,15,2
3294,Litchfield Park,AZ,Circle,2/11/11,19:00,Sexta-feira,11,2
3295,Prescott Valley,AZ,Circle,2/8/11,21:00,Terça-feira,8,2
3296,Gilbert,AZ,Disk,2/3/11,20:40,Quinta-feira,3,2
3297,Lake Havasu City,AZ,Sphere,2/1/11,09:00,Terça-feira,1,2
3298,Sedona,AZ,Circle,3/31/11,21:00,Quinta-feira,31,3
3299,Arizona City,AZ,Changing,3/31/11,19:30,Quinta-feira,31,3
3300,Benson,AZ,Fireball,3/30/11,19:10,Quarta-feira,30,3
3301,Prescott,AZ,Diamond,3/28/11,03:45,Segunda-feira,28,3
3302,Marana,AZ,Light,3/24/11,20:45,Quinta-feira,24,3
3303,Mesa,AZ,Light,3/22/11,21:40,Terça-feira,22,3
3304,Litchfield Park,AZ,Circle,3/18/11,19:40,Sexta-feira,18,3
3305,Surprise,AZ,Fireball,3/18/11,19:40,Sexta-feira,18,3
3306,Glendale,AZ,Fireball,3/18/11,19:35,Sexta-feira,18,3
3307,Arizona City,AZ,Sphere,3/18/11,19:00,Sexta-feira,18,3
3308,Mesa,AZ,Triangle,3/11/11,20:30,Sexta-feira,11,3
3309,Lake Havasu City,AZ,Disk,3/10/11,07:46,Quinta-feira,10,3
3310,Apache Junction,AZ,Light,3/9/11,19:30,Quarta-feira,9,3
3311,Wickenburg,AZ,Light,3/8/11,22:00,Terça-feira,8,3
3312,Sedona,AZ,Triangle,3/3/11,01:20,Quinta-feira,3,3
3313,Globe,AZ,Sphere,3/2/11,06:46,Quarta-feira,2,3
3314,Tsaile,AZ,Oval,3/2/11,06:25,Quarta-feira,2,3
3315,Arizona/Californa Border,AZ,Formation,3/1/11,18:00,Terça-feira,1,3
3316,Benson,AZ,Light,4/17/11,19:00,Domingo,17,4
3317,San Tan Valley,AZ,Sphere,4/16/11,23:55,Sábado,16,4
3318,Lake Havasu City,AZ,Sphere,4/14/11,04:50,Quinta-feira,14,4
3319,Goodyear,AZ,Triangle,4/14/11,04:40,Quinta-feira,14,4
3320,Phoenix,AZ,Formation,4/3/11,22:30,Domingo,3,4
3321,Sedona,AZ,Light,4/2/11,00:30,Sábado,2,4
3322,Tucson,AZ,Flash,5/28/11,23:20,Sábado,28,5
3323,Sun City,AZ,Triangle,5/15/11,20:00,Domingo,15,5
3324,Tucson,AZ,Cigar,5/14/11,12:30,Sábado,14,5
3325,Phoenix,AZ,Oval,5/12/11,12:25,Quinta-feira,12,5
3326,Phoenix,AZ,Changing,5/7/11,23:45,Sábado,7,5
3327,Phoenix,AZ,Oval,5/7/11,21:45,Sábado,7,5
3328,Lake Havasu City,AZ,Flash,6/21/11,23:30,Terça-feira,21,6
3329,Lake Havasu City,AZ,Sphere,6/21/11,22:00,Terça-feira,21,6
3330,Gila Bend (west of),AZ,Triangle,6/16/11,01:00,Quinta-feira,16,6
3331,Mesa,AZ,Circle,7/23/11,06:50,Sábado,23,7
3332,Snowflake,AZ,Light,7/11/11,22:00,Segunda-feira,11,7
3333,Sedona,AZ,Circle,7/7/11,14:00,Quinta-feira,7,7
3334,Cottonwood,AZ,Circle,7/4/11,20:30,Segunda-feira,4,7
3335,Litchfield Park,AZ,Flash,7/3/11,03:40,Domingo,3,7
3336,Golden Valley,AZ,Light,8/30/11,20:20,Terça-feira,30,8
3337,Prescott Valley,AZ,Oval,8/28/11,23:20,Domingo,28,8
3338,Phoenix,AZ,Oval,8/27/11,18:15,Sábado,27,8
3339,Kingman,AZ,Circle,8/20/11,22:27,Sábado,20,8
3340,Globe/Miami (between),AZ,Light,8/20/11,19:35,Sábado,20,8
3341,Globe,AZ,Sphere,8/20/11,19:35,Sábado,20,8
3342,Grand Canyon (North Rim),AZ,Oval,8/16/11,23:00,Terça-feira,16,8
3343,Phoenix,AZ,Light,8/15/11,22:00,Segunda-feira,15,8
3344,Phoenix,AZ,Disk,8/13/11,21:15,Sábado,13,8
3345,Tucson,AZ,Rectangle,8/9/11,20:15,Terça-feira,9,8
3346,Amado,AZ,Sphere,8/8/11,18:30,Segunda-feira,8,8
3347,Tucson,AZ,Light,8/6/11,00:00,Sábado,6,8
3348,Kingman,AZ,Light,8/4/11,22:30,Quinta-feira,4,8
3349,Kingman,AZ,Changing,8/4/11,21:00,Quinta-feira,4,8
3350,Kingman,AZ,Oval,8/4/11,20:45,Quinta-feira,4,8
3351,Kingman,AZ,Oval,8/4/11,20:45,Quinta-feira,4,8
3352,Fort Mohave,AZ,Triangle,9/30/11,22:45,Sexta-feira,30,9
3353,Sedona,AZ,Oval,9/29/11,21:00,Quinta-feira,29,9
3354,Tucson,AZ,Sphere,9/27/11,21:34,Terça-feira,27,9
3355,Glendale (Luke Airforce Base),AZ,Sphere,9/26/11,04:45,Segunda-feira,26,9
3356,Camp Verde,AZ,Fireball,9/25/11,23:45,Domingo,25,9
3357,Glendale (Luke Airforce Base),AZ,Sphere,9/25/11,04:45,Domingo,25,9
3358,Tempe,AZ,Disk,9/22/11,22:15,Quinta-feira,22,9
3359,Flagstaff,AZ,Circle,9/20/11,20:40,Terça-feira,20,9
3360,Tucson,AZ,Circle,9/19/11,20:30,Segunda-feira,19,9
3361,San Tan Valley,AZ,Circle,9/18/11,06:00,Domingo,18,9
3362,Queen Creek,AZ,Light,9/18/11,06:00,Domingo,18,9
3363,Chandler,AZ,Light,9/15/11,19:45,Quinta-feira,15,9
3364,Cave Creek,AZ,Circle,9/14/11,17:00,Quarta-feira,14,9
3365,Seligman (15 miles west of),AZ,Disk,9/10/11,19:45,Sábado,10,9
3366,Tucson,AZ,Triangle,9/4/11,21:02,Domingo,4,9
3367,Buckeye,AZ,Light,10/24/11,22:15,Segunda-feira,24,10
3368,Maricopa,AZ,Triangle,10/21/11,22:00,Sexta-feira,21,10
3369,Glendale,AZ,Triangle,10/18/11,20:35,Terça-feira,18,10
3370,Queen Creek,AZ,Cylinder,10/18/11,03:15,Terça-feira,18,10
3371,Tempe,AZ,Sphere,10/14/11,22:30,Sexta-feira,14,10
3372,Golden Valley,AZ,Oval,10/14/11,19:41,Sexta-feira,14,10
3373,Golden Valley,AZ,Oval,10/14/11,19:41,Sexta-feira,14,10
3374,Strawberry,AZ,Flash,10/14/11,18:30,Sexta-feira,14,10
3375,Scottsdale,AZ,Triangle,10/14/11,05:30,Sexta-feira,14,10
3376,Cibecue (west of),AZ,Light,10/14/11,,Sexta-feira,14,10
3377,Globe,AZ,Light,10/5/11,19:00,Quarta-feira,5,10
3378,Chandler,AZ,Changing,11/29/11,20:00,Terça-feira,29,11
3379,Payson,AZ,Cigar,11/29/11,16:00,Terça-feira,29,11
3380,Mayer,AZ,Formation,11/27/11,22:00,Domingo,27,11
3381,Kayenta,AZ,Oval,11/27/11,19:13,Domingo,27,11
3382,Phoenix,AZ,Triangle,11/24/11,17:30,Quinta-feira,24,11
3383,Goodyear,AZ,Fireball,11/23/11,21:35,Quarta-feira,23,11
3384,Lake Havasu City,AZ,Changing,11/22/11,18:00,Terça-feira,22,11
3385,Lake Havasu City,AZ,Changing,11/17/11,18:45,Quinta-feira,17,11
3386,Phoenix,AZ,Sphere,11/17/11,16:30,Quinta-feira,17,11
3387,Fountain Hills,AZ,Light,11/14/11,20:00,Segunda-feira,14,11
3388,Chandler,AZ,Rectangle,11/12/11,11:50,Sábado,12,11
3389,Phoenix,AZ,Light,11/9/11,17:00,Quarta-feira,9,11
3390,Wickenburg,AZ,Triangle,11/8/11,19:00,Terça-feira,8,11
3391,Duncan,AZ,Light,11/8/11,18:30,Terça-feira,8,11
3392,Mesa,AZ,Circle,12/31/11,23:58,Sábado,31,12
3393,Prescott/Prescott Valley,AZ,Light,12/31/11,22:00,Sábado,31,12
3394,Queen Creek,AZ,Oval,12/31/11,21:30,Sábado,31,12
3395,Flagstaff (south of),AZ,Sphere,12/31/11,20:30,Sábado,31,12
3396,Sedona,AZ,Triangle,12/31/11,20:23,Sábado,31,12
3397,Cottonwood,AZ,Fireball,12/31/11,20:16,Sábado,31,12
3398,Wellton,AZ,Fireball,12/31/11,20:15,Sábado,31,12
3399,Scottsdale,AZ,Disk,12/31/11,20:00,Sábado,31,12
3400,Maricopa,AZ,Fireball,12/28/11,21:30,Quarta-feira,28,12
3401,Sierra Vista,AZ,Disk,12/25/11,21:05,Domingo,25,12
3402,Tucson,AZ,Sphere,12/18/11,22:30,Domingo,18,12
3403,Lake Havasu City,AZ,Light,12/16/11,22:00,Sexta-feira,16,12
3404,North Yuma,AZ,Circle,12/15/11,02:00,Quinta-feira,15,12
3405,Phoenix,AZ,Disk,12/14/11,20:00,Quarta-feira,14,12
3406,Phoenix,AZ,Formation,1/31/12,15:30,Terça-feira,31,1
3407,Tucson,AZ,Circle,1/28/12,18:40,Sábado,28,1
3408,Gilbert,AZ,Rectangle,1/26/12,10:25,Quinta-feira,26,1
3409,Phoenix,AZ,Light,1/24/12,21:30,Terça-feira,24,1
3410,Phoenix,AZ,Light,1/24/12,21:00,Terça-feira,24,1
3411,Eloy,AZ,Oval,1/21/12,21:00,Sábado,21,1
3412,Chandler,AZ,Circle,1/20/12,22:30,Sexta-feira,20,1
3413,Tucson,AZ,Light,1/18/12,21:30,Quarta-feira,18,1
3414,Gilbert,AZ,Sphere,1/16/12,00:00,Segunda-feira,16,1
3415,Mesa,AZ,Oval,1/15/12,18:20,Domingo,15,1
3416,Mesa,AZ,Rectangle,1/15/12,18:00,Domingo,15,1
3417,Prescott Valley,AZ,Light,1/14/12,23:30,Sábado,14,1
3418,Phoenix,AZ,Changing,1/13/12,07:00,Sexta-feira,13,1
3419,Lake Havasu City,AZ,Sphere,1/7/12,20:30,Sábado,7,1
3420,Mesa,AZ,Light,1/7/12,05:45,Sábado,7,1
3421,Cottonwood,AZ,Light,1/6/12,23:00,Sexta-feira,6,1
3422,Mesa,AZ,Sphere,1/6/12,21:50,Sexta-feira,6,1
3423,Tucson,AZ,Oval,1/6/12,09:10,Sexta-feira,6,1
3424,Tucson,AZ,Light,1/6/12,09:05,Sexta-feira,6,1
3425,Casa Grande,AZ,Sphere,1/3/12,22:45,Terça-feira,3,1
3426,Phoenix,AZ,Oval,1/1/12,00:00,Domingo,1,1
3427,Prescott Valley,AZ,Light,2/29/12,20:30,Quarta-feira,29,2
3428,Mesa,AZ,Light,2/29/12,00:30,Quarta-feira,29,2
3429,Chandler,AZ,Light,2/25/12,21:00,Sábado,25,2
3430,Phoenix,AZ,Fireball,2/23/12,20:20,Quinta-feira,23,2
3431,Peoria,AZ,Light,2/22/12,05:15,Quarta-feira,22,2
3432,Yuma,AZ,Light,2/16/12,21:00,Quinta-feira,16,2
3433,Sedona (Route 89),AZ,Triangle,2/15/12,03:20,Quarta-feira,15,2
3434,Sedona,AZ,Triangle,2/15/12,03:14,Quarta-feira,15,2
3435,Tucson,AZ,Circle,2/9/12,20:15,Quinta-feira,9,2
3436,Marana,AZ,Light,2/8/12,20:00,Quarta-feira,8,2
3437,Good Year,AZ,Light,2/7/12,19:37,Terça-feira,7,2
3438,Tucson,AZ,Rectangle,2/6/12,06:00,Segunda-feira,6,2
3439,Tempe,AZ,Fireball,2/4/12,23:15,Sábado,4,2
3440,Prescott Valley,AZ,Cylinder,2/4/12,18:15,Sábado,4,2
3441,Phoenix,AZ,Sphere,2/3/12,20:00,Sexta-feira,3,2
3442,Lake Erling,AZ,Circle,3/31/12,21:00,Sábado,31,3
3443,Lake Havasu City,AZ,Fireball,3/30/12,22:45,Sexta-feira,30,3
3444,El Mirage,AZ,Circle,3/30/12,22:20,Sexta-feira,30,3
3445,Mesa,AZ,Changing,3/29/12,19:10,Quinta-feira,29,3
3446,Scottsdale,AZ,Light,3/24/12,21:30,Sábado,24,3
3447,Peoria,AZ,Changing,3/23/12,12:00,Sexta-feira,23,3
